Id;MAT_1SEM_PROM;FIS_1SEM_PROM;ING_1SEM_PROM;ACTF_1SEM_A;ACTF_1SEM_R;OTRANS_1SEM_A;OTRANS_1SEM_R;OTRANS_1SEM_PROM;ESP_1SEM_A;ESP_1SEM_R;ESP_1SEM_PROM;INS_1SEM;PROM_1SEM;MAT_2SEM_PROM;FIS_2SEM_PROM;ING_2SEM_PROM;ACTF_2SEM_A;ACTF_2SEM_R;OTRANS_2SEM_A;OTRANS_2SEM_R;OTRANS_2SEM_PROM;ESP_2SEM_A;ESP_2SEM_R;ESP_2SEM_PROM;INS_2SEM;PROM_2SEM;INSC_AnO;PROM_AnO;GENERO;NOM_CARRERA;TIPO_CARRERA;nombre_nacionalidad;descripcion_situacion_egreso_postulante;nombre_comuna_EM;nombre_provincia_EM;nombre_region_EM;nombre_dependencia_EM;nombre_grupo_dependencia_EM;descripcion_rama_educacional_EM;nombre_secretaria_admision;numero_estado_civil;descripcion_trabajo_remunerado;numero_horario_trabajo;descripcion_proseguir_estudios;descripcion_jefe_familia;descripcion_fuente_financiamiento_estudio_superior;descripcion_fuente_financiamiento_estudio_superior2;inferior_ingreso_bruto_fam;superior_ingreso_bruto_fam;nombre_cobertura_salud;descripcion_viven_padres;descripcion_nivel_educacion_padre;descripcion_nivel_educacion_madre;descripcion_situacion_ocupacional_padre;descripcion_situacion_ocupacional_madre;descripcion_tipo_organismo_trabajan_padre;descripcion_tipo_organismo_trabajan_madre;descripcion_ocupacion_principal_padre;descripcion_ocupacion_principal_madre;descripcion_rama_actividad_padre;descripcion_rama_actividad_madre;horas_promedio_trabajo;cantidad_personas_grupo_familiar;cuantos_trabajan_grupo_familiar;cuantos_estudian_grupo_pre_basica;cuantos_estudian_grupo_basica;cuantos_estudian_grupo_media_1_3;cuantos_estudian_grupo_media_4;cuantos_estudian_grupo_superior;cuantos_estudian_grupo_otras;ptje_nem;ptje_leng;ptje_mate;ptje_hycs;ptje_cien;Rotulo_Titulo
1747;69;67;63;1;;;;;3;;82;7;74;70;;69;;;1;;74;4;;73;7;72;14;73;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Quillota;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Sólo la madre;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;1;0;0;0;1;1;0;560;530;549;0;498;SI
1748;;;57;1;;1;;85;2;;66;5;68;71;;;1;;;;;6;;69;8;69;13;69;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Centro de formación técnica completa;Media completa;Trabaja sólo ocasionalmente;Dueno de casa;Independiente;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;1;0;0;0;1;1;0;620;411;542;492;362;SI
1749;;42;;;;2;;82;2;;85;5;75;71;54;67;1;;1;;82;3;;85;8;76;13;75;F;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;COPIAPO;COPIAPO;REGION DE ATACAMA;Particular Subvencionado;Particular Subvencionado ;Técnico profesional comercial.;Copiapó;soltero(a);No;0;En forma independiente;Padre del postulante;Padres del Postulante;Padres del Postulante;1400001;1950000;Isapre;Ambos viven;Universitaria completa;Universitaria incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Explotación de minas y canteras;Dueno de casa.;0;6;1;0;2;0;1;2;0;539;471;582;466;523;SI
1750;70;63;97;1;;2;;73;1;;93;7;78;92;;98;1;;1;;65;4;;82;8;83;15;81;F;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Sin Datos;Sin Datos;278001;834000;Fonasa;Ambos viven;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin datos;Sin datos;0;5;1;0;0;0;1;0;0;620;576;531;607;562;SI
1751;;33;57;1;;;;;2;1;54;6;50;;;58;1;;;;;3;;62;5;61;11;55;F;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;CON CON;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Préstamo;0;278000;Fonasa;Ambos viven;Centro de formación técnica completa;Básica completa;Cesante;No trabaja (enfermedad& edad avanzada);Privado o particular;Otro;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;7;1;0;0;1;0;1;0;599;585;525;600;0;NO
1752;;42;69;1;;;;;2;1;56;6;56;;;75;1;;;;;3;;72;5;73;11;63;M;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;PUCHUNCAVI;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ambos viven;Media incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Sin Datos;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;1;0;1;0;1;0;0;682;594;551;574;531;SI
1753;64;;74;;;2;;63;3;;69;7;67;60;59;86;;;;;;3;;64;6;66;13;67;F;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;En forma independiente;Padre del postulante;Padres del Postulante;Padres del Postulante;288001;432000;Otro;Ambos viven;Instituto profesional incompleta;Media completa;Jubilado o pensionado (no reincorporado);Activo& tiene trabajo remunerado;Otro;Privado o particular;Sin Datos;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Sin datos;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;4;1;0;0;0;1;1;0;620;525;581;562;552;NO
1754;71;;;1;;1;1;49;4;;64;8;60;55;45;;;;;;;1;3;36;6;40;14;51;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;LIMACHE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico nocturno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Padres del Postulante;0;278000;Fonasa;Ambos viven;Básica incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Dueno de casa;Agricultura& ganadería& pesca y caza.;Dueno de casa.;0;4;1;0;0;0;0;1;1;723;406;549;0;475;NO
1755;57;;72;1;;2;;57;2;;58;7;60;45;;57;1;;1;;62;1;1;33;6;46;13;53;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;SAN FELIPE;SAN FELIPE DE ACONCAGUA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico nocturno.;San Felipe;soltero(a);No;0;Otros;Padre del postulante;Padres del Postulante;Sin Datos;278001;834000;Otro;Ambos viven;Universitaria completa;Universitaria completa;Jubilado o pensionado (no reincorporado);Activo& tiene trabajo remunerado;Otro;Privado o particular;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Profesional con cinco o más anos de estudios  universitarios;Explotación de minas y canteras;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;4;2;0;1;0;1;0;0;481;631;590;541;582;NO
1756;38;;58;;1;2;;71;2;;62;7;60;;;64;1;;1;;56;2;;60;5;60;12;60;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;LO ESPEJO;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Santiago;soltero(a);No;0;Con sus padres;Otro familiar del postulante;Préstamo;Beca;0;278000;Fonasa;Ambos viven;Centro de formación técnica incompleta;Media completa;Otra situación;Cesante;Privado o particular;Otro;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;5;0;0;1;0;1;0;0;496;554;549;0;505;SI
1757;;;;;;2;;70;1;;79;3;73;;;88;1;;1;;74;2;;91;5;86;8;80;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);Ocasionalmente;4;Con sus padres;Padre del postulante;Padres del Postulante;Trabajo personal;270001;405000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Comercio al por mayor y menor. Bancos y seguros;Comercio al por mayor y menor. Bancos y seguros;30;4;2;0;0;0;0;0;0;599;593;648;0;543;SI
1758;57;21;77;1;;1;;57;2;;65;7;57;55;;55;1;;1;;70;3;;64;7;62;14;59;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional comercial.;Vina del Mar;soltero(a);No;0;Con familiares;Madre del postulante;Padres del Postulante;Padres del Postulante;135001;270000;Isapre;Ambos viven;Media completa;Media incompleta;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;7;2;0;1;1;1;0;0;478;521;517;543;0;SI
1760;56;59;55;;;;;;4;;61;7;59;55;;55;;;2;;60;1;3;43;8;50;15;54;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);Sin Datos;0;Sin Datos;Madre del postulante;Préstamo;Beca;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Cesante;Activo& tiene trabajo remunerado;Independiente;Privado o particular;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;4;2;0;0;0;1;1;0;599;483;549;0;510;SI
1762;;62;;;;2;;74;1;;81;4;73;86;;55;1;;;;;3;;67;6;68;10;70;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Santiago;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Padres del Postulante;135001;270000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Sin Datos;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Explotación de minas y canteras;Dueno de casa.;0;4;1;0;0;0;1;1;0;519;486;633;0;552;SI
1765;59;;100;1;;2;;74;1;1;60;7;71;71;61;100;1;;;;;3;;74;7;76;14;73;F;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;675001;810000;Isapre;Ambos viven;Universitaria incompleta;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Comercio al por mayor y menor. Bancos y seguros;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;0;4;2;0;0;0;1;0;0;579;521;527;0;502;NO
1766;0;22;66;1;;1;;61;;3;37;8;37;;;;;;;;;;;;;;8;37;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);Ocasionalmente;4;En pensión;Madre del postulante;Préstamo;Trabajo personal;278001;834000;Otro;Ambos viven;Universitaria completa;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Fiscal o semifiscal;Fiscal o semifiscal;Profesional con cinco o más anos de estudios  universitarios;Profesional con cinco o más anos de estudios  universitarios;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;20;3;2;0;0;1;0;1;0;435;608;577;0;426;NO
1767;56;;;1;;2;;75;4;;62;8;64;55;55;;;;;;;1;3;49;6;51;14;58;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;278001;834000;Fonasa;Ambos viven;Media completa;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Independiente;Fiscal o semifiscal;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Profesional con cinco o más anos de estudios  universitarios;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;4;2;0;0;0;1;1;0;538;608;567;0;555;NO
1768;;;;1;;2;;60;1;1;54;5;57;;;55;1;;;;;1;2;56;5;56;10;56;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;278001;834000;Otro;Ambos viven;Universitaria completa;Centro de formación técnica completa;Trabaja sólo ocasionalmente;Trabaja sólo ocasionalmente;Privado o particular;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;6;1;1;0;1;0;2;0;641;521;589;527;491;NO
1770;48;67;64;1;;1;;90;2;;82;7;72;59;;58;1;;1;;70;3;;77;7;70;14;71;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;278001;834000;Otro;Ambos viven;Otros estudios;Básica completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Servicios de utilidad pública& fiscales y privados. Agua& luz& gas&  Servicios Sanitarios& Municipalidades& etc;Dueno de casa.;0;6;1;0;1;1;1;1;1;558;559;576;0;548;NO
1771;58;61;71;;;;;;3;1;62;7;62;46;;56;;;2;;58;3;1;58;8;56;15;59;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUINTA DE TILCOCO;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Rancagua;soltero(a);Sin Datos;0;Sin Datos;Sin Datos;Sin Datos;Sin Datos;144001;288000;Fonasa;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin datos;Sin datos;0;0;0;0;0;0;0;0;0;580;525;529;0;526;NO
1772;55;;59;1;;2;;64;2;;76;7;66;55;;55;1;;1;;62;2;;65;6;60;13;63;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;NOGALES;QUILLOTA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;278001;834000;Fonasa;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Dueno de casa.;0;7;2;0;0;0;1;1;1;682;432;572;0;507;SI
1773;80;;78;;1;2;;75;2;;79;7;77;51;;82;;1;1;;64;2;;56;6;62;13;70;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);Sin Datos;0;Sin Datos;Sin Datos;Sin Datos;Sin Datos;0;278000;Fonasa;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Sin datos;Dueno de casa.;0;0;0;0;0;0;0;0;0;558;541;628;0;528;NO
